Rank,Wallet Address,Buy Count,Sell Count,Total Buy SOL,Total Sell SOL,Net SOL (Modal),Sisa Token (Net),Realized Profit USD,Balance,Tags
1247,DiQH7CqY5tv1a1cbJbGZg3SMw25UeiX25vukEgfTtYUr,1,1,0.0280,1.4737,-1.4457,-2117693.69,46.61,0,""
1248,9F8MxmDTGWLTkPfv1BnpR8PfBk7SiAgCNjYHbxWFHaJu,0,5,0.0000,1.5042,-1.5042,-2902368.30,-418.07,250000.042597,""
1249,2AVNrYuBMB8kCPiR75QmYXdXRFxvFuA2fJecKHmNyHdc,0,1,0.0000,1.5061,-1.5061,-1675822.40,-243.47,0,"fresh_wallet"
1250,436h85qXhByXQG4pkxdrD4CYQFRuJ3UPR5YdfUuL6v24,2,2,7.4010,8.9153,-1.5143,-1266529.71,3.63,0,"padre"
1251,HXH8PbiQX47rbmnVEq7JZdZ7bHGELwWkjoPXS3g2HkQH,0,1,0.0000,1.5315,-1.5315,-2613955.35,568.81,0,""
1252,8ptXf99NsgvNuRAu8oiRtZn5kqqWC6FYyZAZ6ddgyrS1,4,3,0.8123,2.3689,-1.5566,-2939400.45,208.11,0,""
1253,9YRQaLtBQVZeoVBtKVYPSjHn8niy4whbuffv8mnn1Pa3,1,1,0.0861,1.6444,-1.5584,-1393877.48,-5.95,0,""
1254,CZtYg3XzHPf6TPKKcSDWHEHWWDGCuHUnvwqJEDrbS9M5,0,1,0.0000,1.5920,-1.5920,-2155233.98,-452.19,0,""
1255,F93ifUNv1Z9TxGn5dMMhNUfJseyAjAiQ3mjnYp2D2NpD,0,2,0.0000,1.5961,-1.5961,-3447053.01,-105.45,8743596.343066,""
1256,HRnGiwh99qS6XfHMhRmyt8YWWtiNn3RjDoihHvqc6j8G,0,1,0.0000,1.5990,-1.5990,-1413154.94,-311.30,0,""
1257,2bFfDdx6tqqYa4Gwq2xgjCyQ6wRPfRWg6g1B5Uy8PTea,3,1,1.2102,2.8305,-1.6203,-2767350.77,34.14,0,""
1258,E7cFHtno1DMjjnbQT97Zs5ohRjGUw4XueeJZdXBjByr8,0,1,0.0000,1.6664,-1.6664,-2486090.41,-324.04,0,"gmgn"
1259,DAjfqePWaGvZg2TXde9nfkL11grDshXAFYS4X3yfhjW3,3,4,0.1666,1.8571,-1.6905,-2274271.71,105.75,0,"gmgn"
1260,rKufYGaQVM4yKRZW655zPX1XebKw9FDz51ctupxsJLL,0,2,0.0000,1.7732,-1.7732,-3480468.75,-1304.04,0,"sandwich_bot"
1261,Fm42oi1NzCiBX1wsN2CxiZdU8AUWdUKzN2xPYkq9ftX3,0,1,0.0000,1.8223,-1.8223,-2505929.95,439.74,0,""
1262,FqHFB5u8cuqRHAn1TQBbfzzf9YqSpF9VvDDuCcLcwdtw,3,2,1.9644,3.9179,-1.9535,-833369.51,84.16,0,""
1263,Crp1FLdEn74L3K8CFrNbyuHCuuPquXTMMC5HdVRaavV7,0,1,0.0000,1.9866,-1.9866,-1553751.73,-262.28,0,""
1264,nonofjCpDeEbRWnA82HENffi74FEGo4XTn41v2XWiJh,0,1,0.0000,2.0120,-2.0120,-1415818.10,386.93,0,"bundler"
1265,GBEpecBK8CdkxxLeGdwkq1S5yFhV5zqGAE2XTxSTCRG5,8,7,1.1269,3.1453,-2.0184,-2436924.21,1940.14,0,"diamond_hands; top_holder"
1266,DpkSo9LQHbJqGZZtwhFTbaW3oRCnxfoZS9oo1iaAmxse,0,1,0.0000,2.1577,-2.1577,-1983000.00,-1388.05,0,"fresh_wallet"
1267,8obQHbzrzSmU2vZHFeHZ4of4Px3q1q1XNGaC8XMPvsvK,0,1,0.0000,2.1596,-2.1596,-3468598.66,-141.81,0,""
1268,DPQYmPy3JmJZUP2dh2TXcvSxhVs1iFykbhDZ83VFdMYE,0,1,0.0000,2.1639,-2.1639,-4154362.29,12.88,0,"bluechip_owner"
1269,324xNwhX3hSJ3CUkSP23FQrmq3ccU1ab3MtqcLLiGf5c,0,1,0.0000,2.1871,-2.1871,-3732633.34,-816.60,0,"axiom; bundler"
1270,3wu1JyL4WFqbqRtJbV9n3LqLVLoBT84gnt15Powbwg7n,0,1,0.0000,2.3193,-2.3193,-3341522.38,-194.83,0,""
1271,4KUMdkL4p2Kb5B7teBD6rEyhgTQZqRfJxQfVxaxk67TN,0,1,0.0000,2.3216,-2.3216,-3823788.69,0.00,0,"paper_hands"
1272,DHDhS1jUa1PkJmkqNqAnAzYYfC4y2Xkc5TpKUWKGMaSe,5,2,5.5110,7.8379,-2.3269,-2670874.29,-253.33,0,"bullx; trojan"
1273,41gKswharoonsLU4ZQLsszkneysvq3ri6MECkm4LPMnd,1,2,2.0040,4.4244,-2.4204,-2468753.14,232.01,0,"trojan"
1274,1eveYYxZ2mDiAnmCh3fnAbJwjgErzokRA1b6UrRybSM,6,7,11.0617,13.5116,-2.4500,-2178674.72,1818.97,0,"paper_hands"
1275,J7DVvBcgMAzNppjUbihRBfThAAcUwmhdPRRM4S5tt38M,0,1,0.0000,2.5751,-2.5751,-3743135.59,11.10,0,"axiom; bundler"
1276,APkGv3PxJWbTNc7x5mPGUhNdnq95HH4p2qzxBMj3fjYY,2,3,0.4169,3.0524,-2.6355,-3797661.88,-1346.65,0,""
1277,67EHXvi5LUkN33NMXdXWyKaAdAHC1QPDuQHbKDMYLvpn,1,9,0.3603,3.0326,-2.6723,-2580400.64,-5039.43,0,""
1278,7BNaxx6KdUYrjACNQZ9He26NBFoFxujQMAfNLnArLGH5,1,2,3.3483,6.0644,-2.7161,-2837180.88,591.73,0,"bundler"
1279,ARNZSdpFx5PAZBNWK7UJ1pR8P9cK7jNmgX9YwY3rAZXz,0,1,0.0000,2.7239,-2.7239,-4655486.11,1746.48,0,""
1280,hnu5iBK8UoHb51UFsH1RYTUAYdrhjHvV5YMTf9T1CYN,13,8,14.6487,17.4076,-2.7589,-3564861.33,1420.82,0,"bundler"
1281,D4XvcUGQgY2rorM6YMWQaxKD6t27xtnJu4CBxSyWQ887,4,2,2.0162,4.9574,-2.9412,-4491018.44,-936.36,0,"padre; axiom"
1282,4egHs2bR7MNnWSuPv6Gq4HhJRBGimnACbewUBGXA8PGS,5,5,1.3807,4.3322,-2.9515,-5743893.37,-159.55,0,"bluechip_owner; paper_hands"
1283,5zf7uryG7jXMEnKvSM2WmmHcJu3Q2fXBpUjZkE7XC2Xr,1,3,0.0391,3.0811,-3.0421,-6782589.32,-146.69,0,""
1284,5RDZTp6zqcN3NBjUSdxJzzF1662M1jDfMNGkNt8fpfwg,0,3,0.0000,3.1311,-3.1311,-2726440.02,-215.00,0,"axiom"
1285,FVnRiHQdmgZTkvEToHSLXm23ocbHERyphvdQmofDQWmE,0,1,0.0000,3.1524,-3.1524,-2900725.99,-423.53,0,""
1286,DHa1PmMwoSfWNpc2cgMKUsykQt75tpLayD63moAk8nKz,0,1,0.0000,3.1601,-3.1601,-2757616.00,419.13,0,""
1287,By1wK1ugSaDmaGuJTo3yjccrJFubx4KG1aVALjXUNZRT,1,2,2.9407,6.2155,-3.2748,-2863343.58,-0.95,0,""
1288,CogH8XVFdLBkYpdJH8CHoJKrBZxwuU95LFvQCeWYbm6N,2,2,1.1652,4.5063,-3.3411,-5823671.70,-93.61,0,"trojan"
1289,tD8g8LSF8Tffad36Vh2QNHpEpW5TPwngkFecE3fQio2,0,1,0.0000,3.3487,-3.3487,-3549763.74,769.53,0,"bundler"
1290,FfEziZ2ex4VM1pGftziEAtVZ6Y6N58E9qGCyTZXVPMrv,0,1,0.0000,3.3888,-3.3888,-2453586.87,-226.33,0,""
1291,HePHY1fXatX4fLFskWuXrh3bFsMCWtpXLi2NRMCUcPjw,1,1,0.4046,3.9890,-3.5844,-7926216.03,-31.05,0,"padre"
1292,AQoYqPitEXPP4iPDDuvXyiQTUzppSadSc3sYE25UYiFF,0,1,0.0000,3.6645,-3.6645,-6983522.68,0.00,0,""
1293,75ZGm6Q9tvqjHuAj1QNbtN1fUGoP6yGYLXoG8mCS4s9j,4,1,12.4695,16.4143,-3.9448,10410599.42,10548.46,0,"top_holder; diamond_hands"
1294,C3uyK3pjPisLVGYF6duwkkyTx1TLa61jhcNE8ZQ3xXFy,3,2,5.5881,9.6389,-4.0507,-4282186.65,102.43,0,""
1295,7TaeH9R8e5dSc7quueBLSxewc5cjJyg2oGTn5VsTrXqz,2,2,0.1446,4.5283,-4.3837,-9346238.67,-728.98,0,""
1296,54Pz1e35z9uoFdnxtzjp7xZQoFiofqhdayQWBMN7dsuy,12,24,3.6581,8.1950,-4.5369,-8734462.56,-162.61,0,"sandwich_bot; bluechip_owner; bundler"
1297,3KqokdWWyY1C2fRqF3PSmtXN2sK8LsxFBcNwjp5FJwT9,0,1,0.0000,4.8827,-4.8827,-12081666.36,-823.06,0,"axiom; top_holder"
1298,3siEFJYTGfiiSnBtximAZPB7LDhWF7ySK9NEViE3tb1S,0,1,0.0000,5.2394,-5.2394,-11624660.77,79.97,0,"top_holder"
1299,2LUYq7EyjHCgVjv9tnE2AcYQcrjnEeD22hQdWN4S6y7W,0,6,0.0000,5.5560,-5.5560,-9082702.76,-7.44,0,""
1300,2m6AnVjA4yJJ4nM2GBS4mA5TG2JxMQXUKVNvauVuiT4h,8,2,2.8433,8.8249,-5.9816,-5396163.73,-4001.92,0,"fresh_wallet"
1301,9vfEkzRtWUk1zciBzjj7eUprtqT7jrRi5yZGtNvdPyV2,0,1,0.0000,6.8951,-6.8951,-15596385.36,3762.10,0,"padre; top_holder"
1302,EWmupEbp49YFw9YFiBByAkX6qjaQRYjhZGewWVZzo8MD,1,2,6.0120,13.4323,-7.4203,-4563507.86,521.49,0,"trojan"
1303,CufzkLMmC7U92yQnBZBWZimW8AVewmiRC5yUZHuMpaMw,0,1,0.0000,7.5430,-7.5430,-8771914.19,0.00,0,""
1304,D6XMjBQ1S1UuK3RCV7F6q3v33UQfd64LpDnkwVwVwss,0,1,0.0000,7.8768,-7.8768,-16148046.30,2944.28,0,"padre; top_holder"
1305,4sB9i1Q9M2NurWwPFGbaSrsvwefswrFyoXK376Vgm9ts,0,1,0.0000,14.6261,-14.6261,-21583341.31,1021.65,0,"top_holder"
